Index	First Frame	Number Frames	Frames Missing	Position X [nm]	Position Y [nm]	Precision [nm]	Number Photons	Background variance	Chi square	PSF half width [nm]	Channel	Z Slice
2464	1357	1	0	5504.3	18845.7	8.6	1758	35.99	0.78	117.4	2	1
2465	1358	1	0	550.2	9822.4	14.1	926	46.17	0.68	112.9	2	1
2466	1359	1	0	450.5	9640.9	10.3	992	23.73	0.41	112.6	2	1
2467	1361	1	0	12806.3	13287.1	13.7	874	31.21	0.50	115.2	2	1
2468	1361	1	0	7279.2	27841.2	9.9	2824	64.55	0.68	151.1	2	1
2469	1366	1	0	6335.4	22415.0	18.3	873	36.95	0.54	132.8	2	1
2470	1371	1	0	25670.7	11432.3	18.8	851	39.61	0.68	128.1	2	1
2471	1377	1	0	3965.5	16418.4	14.7	1066	24.76	0.56	137.2	2	1
2472	1378	1	0	21560.9	16612.2	10.1	1045	35.71	0.55	103.6	2	1
2473	1381	1	0	13513.2	6462.6	8.0	3029	56.87	0.61	142.8	2	1
2474	1392	1	0	5330.0	13972.1	9.3	1024	34.74	0.57	98.2	2	1
2475	1408	1	0	30569.4	26664.0	34.1	1714	157.34	0.85	188.3	2	1
2476	1408	1	0	12179.3	13808.4	17.6	1035	51.26	0.68	129.8	2	1
2477	1410	1	0	16803.0	7441.3	10.5	866	25.32	0.45	104.2	2	1
2478	1414	1	0	722.1	17891.4	10.3	823	27.64	0.46	99.0	2	1
2479	1415	1	0	30283.7	15071.1	10.7	1253	30.88	0.54	119.9	2	1
2480	1415	1	0	24805.8	7041.5	13.2	2575	73.61	0.73	165.2	2	1
2481	1415	1	0	2601.7	17892.5	16.6	1217	44.93	0.48	145.3	2	1
2482	1419	1	0	24721.9	24400.4	10.2	862	21.19	0.46	103.8	2	1
2483	1423	1	0	9247.4	16276.5	14.8	1098	40.87	0.49	130.7	2	1
2484	1431	1	0	6675.1	30117.6	18.2	1101	35.60	0.49	150.9	2	1
2485	1433	1	0	31250.3	9298.6	10.2	1111	38.43	0.59	106.2	2	1
2486	1443	1	0	13190.2	3214.9	17.6	2151	73.20	0.68	177.0	2	1
2487	1447	1	0	21350.6	17297.4	12.5	835	38.08	0.52	104.2	2	1
2488	1448	1	0	31518.6	13847.9	9.7	1504	65.70	0.71	108.6	2	1
2489	1456	1	0	19732.9	21804.7	9.0	1770	50.05	0.68	118.5	2	1
2490	1461	1	0	28712.2	15151.6	10.0	1497	60.76	0.62	112.8	2	1
2491	1479	1	0	16952.1	12399.1	13.6	816	50.21	0.69	101.3	2	1
2492	1483	1	0	1398.6	21787.7	7.5	1275	27.58	0.50	101.3	2	1
2493	1489	1	0	16358.3	22412.2	16.4	905	46.75	0.50	122.6	2	1
2494	1491	1	0	9739.8	20595.8	11.6	926	39.59	0.51	105.1	2	1
2495	1512	1	0	7844.6	17974.8	11.7	993	37.52	0.68	107.8	2	1
2496	1512	1	0	20162.0	24350.7	7.9	1991	52.00	0.65	115.3	2	1
2497	1513	1	0	26493.0	8570.9	14.3	1078	45.74	0.64	122.7	2	1
2498	1530	1	0	2636.9	17895.0	16.5	887	21.39	0.44	139.6	2	1
2499	1532	1	0	609.1	18460.5	10.8	1000	23.63	0.35	117.0	2	1
2500	1532	1	0	22391.7	23154.4	12.2	949	27.46	0.62	113.1	2	1
2501	1533	1	0	17071.6	6384.3	10.1	1076	41.17	0.51	104.7	2	1
2502	1534	1	0	937.9	21683.7	17.4	1051	62.14	0.68	128.2	2	1
2503	1537	1	0	28347.6	11022.9	16.0	2280	93.22	0.82	162.9	2	1
2504	1546	1	0	5590.1	746.4	10.4	800	26.76	0.41	99.9	2	1
2505	1549	1	0	13044.3	27542.1	8.9	1051	26.64	0.49	102.0	2	1
2506	1550	1	0	12943.0	27470.5	10.3	1050	29.43	0.58	108.0	2	1
2507	1551	1	0	5330.0	21689.1	12.3	1064	29.10	0.46	123.4	2	1
2508	1551	1	0	11225.4	13859.7	7.0	1373	33.41	0.67	93.9	2	1
2509	1551	1	0	13050.9	27079.7	13.4	804	28.66	0.48	112.3	2	1
2510	1552	1	0	14633.4	28857.8	9.1	1667	54.19	0.55	116.1	2	1
2511	1553	1	0	2484.7	19848.7	19.7	1165	40.52	0.51	157.4	2	1
2512	1554	1	0	222.0	18395.3	12.2	3565	383.55	0.57	134.9	2	1
2513	1554	1	0	11116.1	21135.7	14.0	931	36.65	0.53	118.4	2	1
2514	1556	1	0	4247.8	8477.7	8.8	1186	32.71	0.53	103.8	2	1
2515	1556	1	0	4561.2	30611.9	25.0	1154	102.12	0.75	147.6	2	1
2516	1565	1	0	11165.3	12559.6	10.1	2288	64.60	0.89	134.3	2	1
2517	1566	1	0	11823.7	12295.5	13.5	1580	86.52	0.84	125.7	2	1
2518	1566	1	0	31839.0	8644.0	18.6	2756	381.21	1.09	145.5	2	1
2519	1570	1	0	20325.1	26609.2	8.7	988	25.07	0.44	99.0	2	1
2520	1571	1	0	2920.9	28784.3	7.4	3566	117.52	1.06	126.4	2	1
2521	1572	1	0	11575.8	9235.1	10.5	1404	40.58	0.53	121.5	2	1
2522	1573	1	0	16805.2	19161.6	14.6	1164	53.10	0.59	126.5	2	1
2523	1577	1	0	14985.8	14434.3	12.7	1357	61.96	0.54	123.8	2	1
2524	1590	1	0	15603.0	8649.7	13.0	1212	34.56	0.59	130.0	2	1
2525	1598	1	0	19242.3	8597.5	7.8	1301	48.34	0.62	94.2	2	1
2526	1604	1	0	16468.7	26853.1	17.8	836	57.19	0.60	117.8	2	1
2527	1611	1	0	2613.6	17886.3	14.0	868	39.62	0.48	114.1	2	1
2528	1615	1	0	15347.2	9142.5	18.2	914	35.18	0.65	134.4	2	1
2529	1618	1	0	6370.3	23240.9	11.7	876	29.49	0.47	108.0	2	1
2530	1620	1	0	20383.7	15051.2	17.1	974	75.39	0.81	116.2	2	1
2531	1626	1	0	1080.0	12269.0	9.5	1247	45.61	0.45	107.5	2	1
2532	1637	1	0	24234.6	20892.9	10.9	893	29.86	0.49	103.9	2	1
2533	1641	1	0	18921.4	20387.3	8.5	1186	38.26	0.54	99.1	2	1
2534	1648	1	0	11509.7	12422.3	17.8	965	64.10	0.63	123.1	2	1
2535	1649	1	0	11570.6	12226.5	25.0	2245	207.19	0.75	175.3	2	1
2536	1651	1	0	25470.3	9042.2	14.4	1148	63.08	0.69	119.8	2	1
2537	1651	1	0	2539.0	17865.4	20.9	1393	102.82	0.68	147.3	2	1
2538	1656	1	0	28312.4	19247.5	10.6	2683	98.24	1.11	138.1	2	1
2539	1657	1	0	22827.7	11339.6	8.8	1384	43.68	0.53	108.1	2	1
2540	1662	1	0	30131.8	17978.5	10.9	1105	36.49	0.45	113.2	2	1
2541	1664	1	0	13776.8	24684.6	7.4	3725	134.11	1.12	125.8	2	1
2542	1668	1	0	14853.0	12724.2	20.7	868	57.70	0.69	128.7	2	1
2543	1671	1	0	20990.6	27477.7	10.7	1821	103.00	0.86	116.0	2	1
2544	1673	1	0	10699.5	14253.9	14.1	847	39.85	0.52	111.0	2	1
2545	1675	1	0	20454.4	26849.7	8.7	1848	42.11	0.59	123.2	2	1
2546	1676	1	0	19226.7	18137.0	12.6	1015	50.64	0.68	108.1	2	1
2547	1684	1	0	13338.8	13296.7	17.7	1243	71.41	0.75	134.8	2	1
2548	1689	1	0	10441.4	21529.7	21.2	1395	110.29	0.75	145.5	2	1
2549	1690	1	0	10255.0	5765.0	13.8	1331	42.02	0.67	135.2	2	1
2550	1691	1	0	9815.9	28004.0	9.3	2584	49.02	0.58	148.0	2	1
2551	1691	1	0	10397.7	5782.6	14.1	1062	42.55	0.51	124.9	2	1
2552	1695	1	0	13200.3	12880.7	16.7	3435	212.99	0.79	174.8	2	1
2553	1702	1	0	25328.1	20144.1	8.7	2445	59.66	0.79	130.7	2	1
2554	1703	1	0	9925.5	21521.4	8.7	2029	35.80	0.86	126.4	2	1
2555	1713	1	0	23306.7	10743.9	16.9	2303	90.69	0.73	171.0	2	1
2556	1717	1	0	18061.6	19941.1	10.4	966	44.09	0.47	99.7	2	1
2557	1724	1	0	9679.3	22549.9	20.0	896	41.19	0.60	136.9	2	1
2558	1725	1	0	19872.2	29330.7	11.7	870	30.01	0.52	106.7	2	1
2559	1727	1	0	21625.4	7351.8	10.3	1063	35.36	0.61	105.9	2	1
2560	1727	1	0	14916.8	11701.2	13.1	885	34.80	0.52	112.5	2	1
2561	1731	1	0	24749.4	23426.2	20.3	1701	59.53	0.76	174.4	2	1
2562	1740	1	0	22329.4	13530.4	17.9	1300	55.15	0.67	147.1	2	1
2563	1744	1	0	18716.2	6061.3	11.8	1195	61.38	0.69	110.4	2	1
2564	1745	1	0	2585.3	17881.2	24.1	1231	75.16	0.70	158.2	2	1
2565	1747	1	0	24331.3	10212.2	12.4	1060	51.64	0.58	111.0	2	1
2566	1749	1	0	7181.4	31268.5	12.5	885	35.42	0.60	107.5	2	1
2567	1762	1	0	12586.7	28895.5	11.8	1409	49.90	0.57	125.1	2	1
2568	1763	1	0	31353.7	15918.1	7.4	1504	28.89	0.52	107.1	2	1
2569	1770	1	0	22177.6	20343.1	12.4	881	45.94	0.63	102.4	2	1
2570	1774	1	0	2616.5	17909.0	25.2	844	70.29	0.60	137.6	2	1
2571	1774	1	0	13588.7	31433.1	10.0	1379	34.49	0.51	120.4	2	1
2572	1779	1	0	20155.5	23786.0	23.1	907	44.11	0.50	149.4	2	1
2573	1780	1	0	11905.8	14429.9	10.0	923	25.57	0.53	101.2	2	1
2574	1797	1	0	19887.7	14352.4	9.0	1649	41.36	0.59	118.6	2	1
2575	1800	1	0	13266.0	28366.2	8.2	2050	55.45	0.75	117.9	2	1
2576	1810	1	0	12766.9	25467.8	13.5	861	36.59	0.64	109.8	2	1
2577	1815	1	0	18519.7	7829.1	14.0	855	51.72	0.66	105.7	2	1
2578	1831	1	0	20145.5	28865.6	12.4	920	21.06	0.47	119.9	2	1
2579	1835	1	0	6274.3	22442.5	10.3	963	31.76	0.54	103.2	2	1
2580	1840	1	0	18399.0	29447.8	13.2	1138	72.03	0.86	109.3	2	1
2581	1848	1	0	16510.0	16429.3	11.7	1021	26.15	0.44	119.2	2	1
2582	1856	1	0	30354.9	10186.4	18.0	1108	44.28	0.62	141.3	2	1
2583	1860	1	0	1914.6	12399.5	7.4	1394	30.16	0.61	101.8	2	1
2584	1867	1	0	20860.1	26840.9	13.0	965	33.41	0.49	117.9	2	1
2585	1873	1	0	8714.2	30684.3	10.5	971	22.37	0.42	112.8	2	1
2586	1878	1	0	25201.8	12195.2	20.3	947	74.15	0.62	126.8	2	1
2587	1883	1	0	12468.7	13273.1	12.3	804	34.79	0.44	103.8	2	1
2588	1889	1	0	7920.4	13486.0	14.0	1239	69.90	0.56	122.2	2	1
2589	1893	1	0	22789.1	23246.8	10.5	1161	46.43	0.57	107.5	2	1
2590	1893	1	0	18336.7	10290.2	10.2	1047	31.25	0.47	108.6	2	1
2591	1902	1	0	2626.4	17979.5	12.2	1318	47.05	0.62	124.1	2	1
2592	1915	1	0	7323.4	26156.8	11.3	1199	31.82	0.45	123.1	2	1
2593	1925	1	0	2578.3	17956.0	20.4	864	44.51	0.66	134.4	2	1
2594	1927	1	0	26523.1	30540.2	13.8	851	40.47	0.61	109.3	2	1
2595	1932	1	0	587.0	19529.8	12.7	3660	101.23	0.69	182.1	2	1
2596	1935	1	0	14255.6	10271.7	10.8	1333	53.27	0.66	113.6	2	1
2597	1947	1	0	22937.8	6169.2	20.2	819	19.80	0.63	146.5	2	1
2598	1947	1	0	2536.1	18000.9	17.9	1504	32.23	0.61	173.4	2	1
2599	1951	1	0	11592.3	13907.0	18.0	1080	72.43	0.66	127.6	2	1
2600	1953	1	0	729.3	10252.1	9.6	1407	37.96	0.61	115.9	2	1
2601	1954	1	0	6042.6	10545.5	11.9	1278	39.26	0.50	126.0	2	1
2602	1954	1	0	876.1	10220.8	8.8	4637	249.29	1.49	136.8	2	1
2603	1988	1	0	24950.6	18232.5	17.8	2080	100.85	0.93	162.1	2	1
2604	1991	1	0	22589.5	22697.7	13.3	828	38.42	0.52	107.1	2	1
2605	1995	1	0	4969.6	11805.1	8.1	2651	48.96	0.71	136.4	2	1
2606	1995	1	0	19913.6	14630.6	13.9	1168	43.24	0.49	129.2	2	1
2607	1997	1	0	13877.0	23823.7	11.0	1013	39.27	0.63	104.8	2	1
2608	2002	1	0	13276.9	17183.9	13.7	843	36.82	0.50	111.6	2	1
2609	2007	1	0	2571.9	17844.5	17.3	949	41.43	0.63	130.4	2	1
2610	2025	1	0	18942.9	25457.9	14.1	921	40.58	0.58	115.4	2	1
2611	2032	1	0	8336.3	5115.3	9.2	865	20.69	0.49	97.7	2	1
2612	2040	1	0	3008.6	11109.1	9.0	2076	66.53	1.06	118.2	2	1
2613	2040	1	0	7861.7	28525.0	19.0	928	58.27	0.53	129.3	2	1
2614	2045	1	0	16215.7	20018.1	8.7	1552	38.70	0.51	115.4	2	1
2615	2047	1	0	9541.6	15854.9	18.5	1013	37.81	0.49	144.4	2	1
2616	2050	1	0	13241.2	12458.0	23.2	864	65.17	0.69	132.9	2	1
2617	2051	1	0	19123.2	28753.9	13.2	983	37.72	0.62	115.4	2	1
2618	2052	1	0	9574.0	18726.2	9.9	1774	43.08	0.54	129.7	2	1
2619	2052	1	0	24966.7	13309.8	17.1	2209	71.88	0.67	176.6	2	1
2620	2055	1	0	5125.7	20321.6	11.1	1394	39.63	0.55	125.0	2	1
2621	2061	1	0	6022.7	18685.4	9.7	1181	42.71	0.60	104.7	2	1
2622	2078	1	0	31148.8	10077.3	7.7	2179	51.63	0.63	119.2	2	1
2623	2079	1	0	10439.6	13670.9	14.9	1060	53.66	0.60	121.4	2	1
2624	2091	1	0	21841.2	4388.9	24.0	1949	185.85	1.14	161.4	2	1
2625	2108	1	0	18795.8	6035.2	7.3	1490	38.99	0.49	102.6	2	1
2626	2124	1	0	12032.7	21586.0	11.3	850	33.94	0.47	102.5	2	1
2627	2125	1	0	24300.2	7285.8	12.7	2485	106.39	0.86	147.9	2	1
2628	2127	1	0	13806.7	12631.8	11.8	1591	72.07	0.57	124.7	2	1
2629	2133	1	0	30876.2	14701.1	14.7	852	39.35	0.56	113.9	2	1
2630	2144	1	0	17985.6	26405.7	7.6	1495	39.48	0.49	104.4	2	1
2631	2145	1	0	12207.5	9820.2	12.5	893	38.19	0.58	107.2	2	1
2632	2150	1	0	11329.7	22816.5	21.7	965	40.84	0.89	143.5	2	1
2633	2175	1	0	25940.2	21745.0	8.6	1044	22.94	0.59	98.8	2	1
2634	2176	1	0	23404.5	507.5	12.9	1681	61.03	0.84	134.8	2	1
2635	2177	1	0	23570.1	817.9	12.1	1335	36.52	0.48	132.5	2	1
2636	2180	1	0	23756.5	21084.0	16.5	1173	36.67	0.67	142.6	2	1
2637	2187	1	0	19082.1	1451.9	10.2	2293	78.66	0.62	136.3	2	1
2638	2193	1	0	18694.5	9185.4	16.8	1235	41.22	0.56	147.6	2	1
2639	2201	1	0	2591.9	17885.6	20.5	1025	32.04	0.53	156.5	2	1
2640	2204	1	0	13071.6	27196.8	12.1	868	37.04	0.53	104.7	2	1
2641	2205	1	0	22915.0	2024.8	10.3	1425	44.62	0.61	118.4	2	1
2642	2208	1	0	31084.9	22759.0	22.2	1745	95.34	0.86	169.0	2	1
2643	2212	1	0	20136.6	15674.1	7.2	1734	48.56	0.62	104.1	2	1
2644	2225	1	0	6408.8	20631.3	12.3	969	46.68	0.55	107.8	2	1
2645	2232	1	0	5282.9	20667.8	12.3	1478	64.45	0.68	124.5	2	1
2646	2239	1	0	28697.3	14385.0	15.8	935	52.25	0.61	118.2	2	1
2647	2240	1	0	12215.6	13689.3	7.1	1868	41.48	0.63	108.3	2	1
2648	2251	1	0	4318.1	7279.9	15.3	1007	31.83	0.49	133.7	2	1
2649	2252	1	0	11496.6	17507.7	11.4	809	35.13	0.67	95.8	2	1
2650	2253	1	0	20229.4	24319.0	8.0	1635	38.40	0.64	110.1	2	1
2651	2253	1	0	11807.3	18536.0	8.1	2057	45.91	0.52	123.2	2	1
2652	2255	1	0	12511.1	18000.0	17.5	1927	46.26	0.61	182.2	2	1
2653	2257	1	0	5397.3	19172.5	12.9	1032	38.47	0.58	117.2	2	1
2654	2257	1	0	6513.4	4374.0	28.8	1504	117.43	0.66	176.2	2	1
2655	2259	1	0	19807.9	16606.9	7.2	2153	57.09	0.77	111.2	2	1
2656	2260	1	0	21415.5	29947.2	10.4	1374	38.33	0.73	117.4	2	1
2657	2260	1	0	9449.3	31048.7	9.6	3523	66.62	0.93	160.0	2	1
2658	2264	1	0	5495.3	30318.5	7.1	3139	83.23	0.77	126.0	2	1
2659	2272	1	0	9348.9	31046.1	12.5	1546	41.70	0.56	138.9	2	1
2660	2275	1	0	21385.8	22902.9	19.8	1233	60.07	0.75	146.0	2	1
2661	2281	1	0	8148.3	30245.9	16.0	956	32.60	0.41	134.1	2	1
2662	2287	1	0	2636.5	17799.7	12.5	2335	84.91	0.90	147.1	2	1
2663	2288	1	0	2571.0	17558.4	10.8	3096	113.34	0.81	149.4	2	1
2664	2289	1	0	19774.6	4006.7	12.5	1249	37.58	0.64	126.7	2	1
2665	2291	1	0	26968.2	9198.3	16.7	1766	83.53	0.63	152.5	2	1
2666	2294	1	0	11919.9	11245.8	16.3	2251	157.55	0.92	147.6	2	1
2667	2295	1	0	2852.3	2162.7	13.2	1353	46.21	0.55	133.5	2	1
2668	2298	1	0	28228.0	25902.0	13.2	966	41.66	0.54	114.4	2	1
2669	2300	1	0	7285.6	3496.3	12.6	1223	36.61	0.59	127.5	2	1
2670	2302	1	0	2409.5	15887.4	12.9	920	31.93	0.50	115.4	2	1
2671	2302	1	0	23149.1	3024.4	18.5	1767	144.91	0.67	145.6	2	1
2672	2307	1	0	23986.0	4456.6	17.9	1597	81.85	0.68	152.0	2	1
2673	2312	1	0	1413.9	15586.9	13.0	983	38.14	0.41	118.9	2	1
2674	2312	1	0	26993.8	9225.5	22.7	917	37.59	0.60	149.3	2	1
2675	2319	1	0	21252.2	24871.0	14.1	851	47.23	0.55	108.6	2	1
2676	2319	1	0	18218.6	29740.9	11.9	1449	71.36	0.67	118.8	2	1
2677	2320	1	0	22943.7	11270.8	13.1	1473	38.99	0.69	137.9	2	1
2678	2323	1	0	4093.7	29696.2	20.1	1352	78.98	0.81	148.1	2	1
2679	2324	1	0	13418.4	16740.7	10.8	1012	35.12	0.57	106.2	2	1
2680	2332	1	0	4561.0	6748.7	9.7	2776	113.23	1.19	130.8	2	1
2681	2333	1	0	29491.7	14055.5	13.0	1035	67.72	0.82	103.7	2	1
2682	2333	1	0	4430.0	6894.6	8.8	809	30.98	0.43	88.3	2	1
2683	2348	1	0	3255.7	11425.6	11.5	1410	42.77	0.59	126.3	2	1
2684	2353	1	0	9745.3	26747.7	14.6	1438	45.49	0.63	142.4	2	1
2685	2357	1	0	2164.0	1825.8	8.1	1089	30.21	0.62	95.4	2	1
2686	2359	1	0	9820.3	17107.2	9.1	1420	45.70	0.53	110.3	2	1
2687	2363	1	0	14863.0	31759.9	13.0	815	59.66	0.59	97.4	2	1
2688	2363	1	0	4158.9	11924.6	7.5	1401	37.61	0.68	99.0	2	1
2689	2387	1	0	11984.8	13939.5	7.5	1772	62.53	0.65	102.2	2	1
2690	2391	1	0	4383.7	3865.2	14.3	1043	31.53	0.51	130.6	2	1
2691	2395	1	0	12200.2	28797.9	19.1	2021	86.14	0.79	172.5	2	1
2692	2397	1	0	24557.3	21759.0	9.4	1385	60.86	0.64	104.3	2	1
2693	2401	1	0	12495.4	13179.3	10.6	871	29.27	0.55	98.7	2	1
2694	2404	1	0	12534.3	13467.5	9.5	1394	60.41	0.68	104.1	2	1
2695	2404	1	0	10933.0	10980.0	12.9	843	47.83	0.54	102.1	2	1
2696	2412	1	0	16949.2	15898.4	10.2	1293	38.15	0.53	115.5	2	1
2697	2429	1	0	12755.3	19674.9	19.0	1684	63.28	0.70	166.5	2	1
2698	2430	1	0	23559.9	16676.2	18.7	925	73.79	0.76	119.4	2	1
2699	2433	1	0	19360.8	30490.4	8.1	1566	24.80	0.44	119.9	2	1
2700	2437	1	0	8317.7	6659.0	9.7	1323	43.05	0.72	108.9	2	1
2701	2443	1	0	8733.4	28041.0	13.6	1665	44.82	0.58	149.7	2	1
2702	2444	1	0	8598.9	28034.2	10.7	1292	37.72	0.58	118.0	2	1
2703	2457	1	0	2546.7	17941.4	28.1	801	48.43	0.63	150.5	2	1
2704	2458	1	0	15856.2	22694.3	12.2	829	31.25	0.55	105.0	2	1
2705	2458	1	0	30883.4	16607.9	10.1	2599	65.60	0.75	145.8	2	1
2706	2465	1	0	13504.1	25617.0	11.7	982	37.67	0.60	108.1	2	1
2707	2470	1	0	16647.6	25710.3	10.9	1109	47.16	0.64	105.9	2	1
2708	2472	1	0	8160.9	13203.3	9.2	1183	56.12	0.58	97.3	2	1
2709	2473	1	0	18024.8	22016.9	22.4	1135	65.71	0.95	145.3	2	1
2710	2477	1	0	3520.0	6158.5	11.4	868	21.97	0.57	109.4	2	1
2711	2480	1	0	4880.0	13041.8	9.5	1271	37.25	0.61	109.2	2	1
2712	2481	1	0	11768.3	14869.0	10.2	1072	61.42	0.62	95.8	2	1
2713	2482	1	0	11854.1	10147.0	15.6	832	42.28	0.57	115.5	2	1
2714	2485	1	0	20545.9	22933.1	9.1	2798	61.22	0.77	143.0	2	1
2715	2485	1	0	26633.0	10191.0	12.3	857	50.19	0.56	99.6	2	1
2716	2487	1	0	3052.6	13247.6	24.0	823	53.93	0.73	136.5	2	1
2717	2489	1	0	14910.6	2757.2	11.8	2725	84.83	0.70	156.7	2	1
2718	2498	1	0	17212.0	10367.9	12.8	1057	95.76	0.78	99.3	2	1
2719	2505	1	0	1498.1	6710.7	8.3	1843	47.20	0.62	117.9	2	1
2720	2505	1	0	3345.5	19197.5	11.2	1086	32.76	0.52	115.2	2	1
2721	2506	1	0	1566.2	6525.0	9.2	3579	168.04	0.84	136.9	2	1
2722	2507	1	0	24021.3	28943.4	11.4	965	38.65	0.49	107.3	2	1
2723	2517	1	0	21084.9	15727.4	14.3	1189	46.70	0.57	129.1	2	1
2724	2520	1	0	20071.0	25623.8	14.1	931	51.73	0.63	110.8	2	1
2725	2532	1	0	18823.9	11744.2	8.3	1970	54.43	0.82	114.9	2	1
2726	2533	1	0	27267.6	13230.3	9.7	2377	102.84	1.26	120.5	2	1
2727	2535	1	0	27581.8	13107.4	22.9	1785	129.94	0.86	164.2	2	1
2728	2538	1	0	8031.5	17623.5	15.7	2158	80.65	0.78	162.6	2	1
2729	2538	1	0	13933.2	10665.0	14.0	885	47.64	0.60	108.9	2	1
2730	2541	1	0	2615.1	17830.1	18.1	1113	45.31	0.52	144.3	2	1
2731	2541	1	0	27798.1	12780.8	10.4	1331	43.16	0.78	112.0	2	1
2732	2551	1	0	22018.6	29313.5	24.6	1669	131.76	0.97	164.0	2	1
2733	2551	1	0	30329.4	12242.8	18.0	853	37.18	0.63	126.2	2	1
2734	2559	1	0	12007.8	15212.8	11.0	1358	58.98	0.86	110.4	2	1
2735	2561	1	0	2157.5	13192.6	13.5	806	27.01	0.44	115.2	2	1
2736	2563	1	0	23120.7	25596.4	9.3	1169	43.06	0.57	101.6	2	1
2737	2567	1	0	24640.1	8005.7	7.3	2640	61.61	0.63	123.6	2	1
2738	2569	1	0	20458.5	20083.3	16.1	920	45.90	0.55	122.2	2	1
2739	2571	1	0	12749.4	8663.6	17.6	2083	114.00	0.88	158.7	2	1
2740	2571	1	0	9741.3	22857.7	13.2	906	39.00	0.53	111.9	2	1
2741	2572	1	0	12569.4	12926.3	13.8	1202	45.95	0.51	127.8	2	1
2742	2572	1	0	27290.7	8258.7	15.0	837	47.93	0.67	109.1	2	1
2743	2574	1	0	30257.4	11763.3	30.8	1087	80.82	0.67	166.0	2	1
2744	2578	1	0	13372.3	10478.8	37.7	933	51.49	0.63	186.0	2	1
2745	2583	1	0	12233.1	9229.8	7.9	5701	341.38	1.60	133.3	2	1
2746	2586	1	0	2567.8	17934.7	21.9	1318	63.92	0.65	160.9	2	1
2747	2589	1	0	2114.9	17350.7	12.1	804	39.21	0.44	102.0	2	1
2748	2592	1	0	1419.1	16988.9	10.9	1633	43.31	0.64	131.6	2	1
2749	2593	1	0	1503.1	16922.4	16.2	835	26.62	0.60	126.3	2	1
2750	2598	1	0	3929.5	7619.6	9.5	1272	65.09	0.74	99.0	2	1
2751	2599	1	0	15177.4	8370.2	7.5	2509	79.47	0.66	118.4	2	1
2752	2601	1	0	24047.7	6233.7	8.1	1425	59.56	0.55	99.0	2	1
2753	2601	1	0	19978.6	26815.0	13.7	914	25.51	0.50	122.0	2	1
2754	2601	1	0	29040.0	11060.4	15.5	1056	82.50	0.72	112.5	2	1
2755	2601	1	0	29782.3	16377.9	13.1	1130	40.40	0.65	120.0	2	1
2756	2602	1	0	8244.3	8000.7	12.9	1079	79.76	0.88	103.1	2	1
2757	2603	1	0	8005.2	8062.9	13.5	1014	28.61	0.42	128.5	2	1
2758	2603	1	0	14400.9	10188.4	8.5	1224	50.33	0.66	94.8	2	1
2759	2604	1	0	7568.5	8102.3	23.8	1149	52.38	0.93	158.2	2	1
2760	2610	1	0	27695.5	1867.4	13.9	1348	38.31	0.65	138.9	2	1
2761	2614	1	0	18190.5	30082.7	10.6	1403	48.96	0.62	116.9	2	1
2762	2616	1	0	13469.0	13040.8	11.6	1279	75.85	0.81	106.2	2	1
2763	2620	1	0	13526.8	12829.5	11.7	977	59.49	0.72	97.7	2	1
2764	2620	1	0	24452.2	3128.0	12.5	948	49.40	0.50	107.6	2	1
2765	2626	1	0	19393.1	23247.7	11.6	1164	43.23	0.64	113.5	2	1
2766	2638	1	0	22895.8	21032.7	18.9	1091	73.04	0.73	131.0	2	1
2767	2643	1	0	7442.8	10946.4	7.1	1866	43.38	0.56	109.5	2	1
2768	2647	1	0	12175.5	31054.8	9.4	1857	40.71	0.61	129.1	2	1
2769	2655	1	0	30188.8	17524.4	15.7	845	53.51	0.67	110.8	2	1
2770	2665	1	0	11557.2	4460.6	10.8	1244	54.00	0.56	111.2	2	1
2771	2668	1	0	9014.8	6277.9	12.0	912	37.93	0.48	108.1	2	1
2772	2673	1	0	21700.2	26856.9	14.8	1368	19.09	0.56	159.3	2	1
2773	2674	1	0	21808.3	26940.5	14.6	1973	50.09	0.84	159.9	2	1
2774	2681	1	0	5586.4	17890.1	12.7	863	32.40	0.50	110.6	2	1
2775	2685	1	0	15734.5	20930.5	17.7	881	43.75	0.56	126.5	2	1
2776	2688	1	0	18718.2	24683.6	12.8	841	39.55	0.58	104.3	2	1
2777	2690	1	0	8273.8	6741.3	11.7	866	27.16	0.53	108.4	2	1
2778	2691	1	0	30067.1	18123.9	22.0	1149	93.40	0.71	140.0	2	1
2779	2695	1	0	2554.9	17951.6	12.0	1511	45.83	0.63	132.1	2	1
2780	2697	1	0	7253.7	31815.7	23.4	3137	407.17	2.23	168.0	2	1
2781	2701	1	0	11476.2	13569.1	22.6	2019	96.31	0.84	181.7	2	1
2782	2702	1	0	20625.2	30125.1	14.3	882	32.92	0.51	118.6	2	1
2783	2702	1	0	18221.1	1684.9	14.1	1789	70.76	0.62	146.4	2	1
2784	2707	1	0	9224.2	9401.5	11.1	862	28.48	0.44	105.3	2	1
2785	2717	1	0	2573.8	17934.2	28.5	949	48.70	0.65	164.9	2	1
2786	2725	1	0	6979.4	5852.1	10.3	809	21.38	0.49	101.0	2	1
2787	2728	1	0	3794.0	3014.2	9.5	1014	27.44	0.57	103.0	2	1
2788	2734	1	0	16103.8	25509.0	18.5	1062	71.09	0.69	129.3	2	1
2789	2749	1	0	25606.5	21563.0	13.7	1334	66.87	0.53	126.6	2	1
